chosen_worker_id,client_addr,lb_decision_latency_ms,overall_rtt_ms,payload_recv_brief,proxy_to_worker_rtt_ms,request_id,status,timestamp,worker_processing_time_ms,worker_response_payload_brief
worker-2,"('127.0.0.1', 62372)",0.030875002266839147,1278.3619170004386,"{'data': 'Benchmark hello from client 1, req 5', 'request_id': 'client1-req5-8df4d5ce'}",1225.330708999536,client1-req5-8df4d5ce,SUCCESS,1747410889.3518322,134.14929200371262,"{'data': 'Response from worker-2 to request client1-req5-8df4d5ce', 'original_request_id': 'client1-"
worker-2,"('127.0.0.1', 62375)",0.015458004781976342,1291.4976250031032,"{'data': 'Benchmark hello from client 4, req 7', 'request_id': 'client4-req7-309ae4d3'}",1239.4410829947446,client4-req7-309ae4d3,SUCCESS,1747410889.43286,94.48316600173712,"{'data': 'Response from worker-2 to request client4-req7-309ae4d3', 'original_request_id': 'client4-"
worker-2,"('127.0.0.1', 62373)",0.014709003153257072,1280.8227499990608,"{'data': 'Benchmark hello from client 2, req 5', 'request_id': 'client2-req5-09e1a941'}",1228.8877499959199,client2-req5-09e1a941,SUCCESS,1747410889.6216881,177.6961659998051,"{'data': 'Response from worker-2 to request client2-req5-09e1a941', 'original_request_id': 'client2-"
worker-2,"('127.0.0.1', 62376)",0.01599999814061448,1302.644584000518,"{'data': 'Benchmark hello from client 5, req 7', 'request_id': 'client5-req7-af18cebf'}",1250.8343329973286,client5-req7-af18cebf,SUCCESS,1747410889.6905348,90.84012499806704,"{'data': 'Response from worker-2 to request client5-req7-af18cebf', 'original_request_id': 'client5-"
worker-2,"('127.0.0.1', 62379)",0.04424999497132376,1357.1447909998824,"{'data': 'Benchmark hello from client 8, req 5', 'request_id': 'client8-req5-8e80d911'}",1303.8295829974231,client8-req5-8e80d911,SUCCESS,1747410889.802024,164.56374999688705,"{'data': 'Response from worker-2 to request client8-req5-8e80d911', 'original_request_id': 'client8-"
worker-2,"('127.0.0.1', 62374)",0.02779100032057613,1297.9625000007218,"{'data': 'Benchmark hello from client 3, req 6', 'request_id': 'client3-req6-69e91143'}",1245.647541996732,client3-req6-69e91143,SUCCESS,1747410889.948087,87.59616600582376,"{'data': 'Response from worker-2 to request client3-req6-69e91143', 'original_request_id': 'client3-"
worker-2,"('127.0.0.1', 62380)",0.20345800294307992,1219.294082999113,"{'data': 'Benchmark hello from client 9, req 6', 'request_id': 'client9-req6-0ee48549'}",1165.6535410002107,client9-req6-0ee48549,SUCCESS,1747410890.140275,112.14612500043586,"{'data': 'Response from worker-2 to request client9-req6-0ee48549', 'original_request_id': 'client9-"
worker-2,"('127.0.0.1', 62371)",0.03570800618035719,1201.072750001913,"{'data': 'Benchmark hello from client 0, req 6', 'request_id': 'client0-req6-64141acd'}",1148.00537499832,client0-req6-64141acd,SUCCESS,1747410890.2303019,71.41645899537252,"{'data': 'Response from worker-2 to request client0-req6-64141acd', 'original_request_id': 'client0-"
worker-2,"('127.0.0.1', 62378)",0.033875003282446414,1093.7917920018663,"{'data': 'Benchmark hello from client 7, req 6', 'request_id': 'client7-req6-8447e931'}",1040.935041004559,client7-req6-8447e931,SUCCESS,1747410890.421643,83.93995900405571,"{'data': 'Response from worker-2 to request client7-req6-8447e931', 'original_request_id': 'client7-"
worker-2,"('127.0.0.1', 62377)",0.03845800529234111,1248.1396669973037,"{'data': 'Benchmark hello from client 6, req 7', 'request_id': 'client6-req7-dd170bcb'}",1194.5832920027897,client6-req7-dd170bcb,SUCCESS,1747410890.495234,227.74612499779323,"{'data': 'Response from worker-2 to request client6-req7-dd170bcb', 'original_request_id': 'client6-"
worker-2,"('127.0.0.1', 62372)",0.034040996979456395,1220.9149579939549,"{'data': 'Benchmark hello from client 1, req 6', 'request_id': 'client1-req6-78f8baff'}",1166.9215000001714,client1-req6-78f8baff,SUCCESS,1747410890.631117,107.92624999885447,"{'data': 'Response from worker-2 to request client1-req6-78f8baff', 'original_request_id': 'client1-"
worker-2,"('127.0.0.1', 62375)",0.03312499757157639,1211.5535830016597,"{'data': 'Benchmark hello from client 4, req 8', 'request_id': 'client4-req8-f516f97c'}",1158.3982089941856,client4-req8-f516f97c,SUCCESS,1747410890.724915,85.36291699419962,"{'data': 'Response from worker-2 to request client4-req8-f516f97c', 'original_request_id': 'client4-"
worker-2,"('127.0.0.1', 62373)",0.023749998945277184,1275.5174589983653,"{'data': 'Benchmark hello from client 2, req 6', 'request_id': 'client2-req6-8dc67e44'}",1222.6577090041246,client2-req6-8dc67e44,SUCCESS,1747410890.90326,240.90562500350643,"{'data': 'Response from worker-2 to request client2-req6-8dc67e44', 'original_request_id': 'client2-"
worker-2,"('127.0.0.1', 62376)",0.034249998861923814,1363.7370840006042,"{'data': 'Benchmark hello from client 5, req 8', 'request_id': 'client5-req8-9c7512cb'}",1310.632959000941,client5-req8-9c7512cb,SUCCESS,1747410890.993979,178.73649999819463,"{'data': 'Response from worker-2 to request client5-req8-9c7512cb', 'original_request_id': 'client5-"
worker-2,"('127.0.0.1', 62379)",0.017583995941095054,1420.8077079965733,"{'data': 'Benchmark hello from client 8, req 6', 'request_id': 'client8-req6-b05771f5'}",1368.3808330024476,client8-req6-b05771f5,SUCCESS,1747410891.158536,221.67645800072933,"{'data': 'Response from worker-2 to request client8-req6-b05771f5', 'original_request_id': 'client8-"
worker-2,"('127.0.0.1', 62374)",0.034165997931268066,1501.1288749956293,"{'data': 'Benchmark hello from client 3, req 7', 'request_id': 'client3-req7-e420cbe9'}",1448.404542003118,client3-req7-e420cbe9,SUCCESS,1747410891.2461388,167.56275000079768,"{'data': 'Response from worker-2 to request client3-req7-e420cbe9', 'original_request_id': 'client3-"
worker-2,"('127.0.0.1', 62380)",0.03516700235195458,1619.8467499998515,"{'data': 'Benchmark hello from client 9, req 7', 'request_id': 'client9-req7-eea581d5'}",1565.9382089943392,client9-req7-eea581d5,SUCCESS,1747410891.3598132,231.0004159953678,"{'data': 'Response from worker-2 to request client9-req7-eea581d5', 'original_request_id': 'client9-"
